date,沪深300 ETF,中证500 ETF,HS300A,HS300B,MoneyFund,恒生,南方香港,石油黄金,恒生,易基黄金,国投新兴,招商金砖,银华通胀,华宝油气,添富贵金,工银资源,信诚四国,信诚商品,H股ETF,德国30,纳指ETF,标普500
2016-09-01,-0.0117994100295,-0.00891530460624,-0.00695825049702,-0.00186393289842,0.0,0.00656814449918,0.00120918984281,-0.0120481927711,0.0028328611898,-0.00529801324503,0.00338600451467,0.00254777070064,-0.0021978021978,-0.016077170418,-0.00778816199377,-0.00608272506083,-0.00278940027894,-0.0042194092827,0.00980392156863,0.0,0.00591715976331,0.0
2016-08-31,0.00295857988166,0.0014880952381,0.00499500499501,-0.000931098696462,0.0,-0.0016393442623,0.0,0.0,-0.00282485875706,-0.00132275132275,0.00681818181818,-0.00127226463104,-0.00219298245614,0.00161030595813,-0.0046511627907,-0.00363636363636,0.00561009817672,-0.0104384133612,-0.00970873786408,0.0,-0.00588235294118,0.00714285714286
2016-08-30,0.00595238095238,-0.00148588410104,0.00401203610832,0.00186567164179,0.000100010001,0.0107705053853,0.00364077669903,0.0110741971207,0.00998573466476,0.00398406374502,0.00801832760596,0.00255102040816,0.00662251655629,0.0114006514658,0.00155279503106,0.00609756097561,0.00140449438202,0.0148305084746,0.00980392156863,0.0108695652174,0.00591715976331,0.0144927536232
2016-08-29,0.0,0.00298062593145,-0.00598205383848,0.0018691588785,-0.000199980002,-0.00412541254125,-0.00242130750605,-0.00441014332966,-0.00284495021337,-0.00396825396825,0.00344827586207,-0.00381194409149,0.00221238938053,0.00326797385621,-0.0015503875969,-0.00606060606061,0.0014064697609,0.00212314225053,0.0,-0.010752688172,-0.00588235294118,-0.00719424460432
2016-08-26,-0.00296735905045,0.00449101796407,0.00905432595573,0.00563909774436,0.000200020002,0.00414250207125,0.00364520048603,-0.0011013215859,0.0,0.00132450331126,0.0,-0.00126903553299,-0.00220750551876,-0.00325732899023,0.0,0.00732600732601,-0.00974930362117,0.00212765957447,0.0,0.0,0.0,0.00724637681159
2016-08-25,-0.00589970501475,-0.00595238095238,-0.0283479960899,0.00188323917137,0.0,0.00249169435216,0.0,0.00220750551876,0.0,-0.00527009222661,0.00115074798619,0.0012706480305,-0.0043956043956,-0.00162601626016,-0.00462962962963,-0.00727272727273,0.0,-0.00634249471459,0.00990099009901,0.0,-0.00584795321637,-0.00719424460432
2016-08-24,-0.00294117647059,0.0,0.000978473581213,-0.00281690140845,0.0,-0.00495867768595,-0.00962695547533,0.00554938956715,-0.00846262341326,-0.00131578947368,-0.00114942528736,0.00768245838668,0.00441501103753,0.0215946843854,-0.00307692307692,0.0036496350365,-0.00554016620499,-0.00210970464135,-0.00980392156863,0.0,0.00588235294118,0.00724637681159
2016-08-23,0.0,0.00298507462687,-0.00292682926829,-0.00280898876405,0.0,0.00414937759336,0.0,-0.0033185840708,0.00141242937853,0.00529100529101,0.00346020761246,-0.00636132315522,0.0,-0.0195439739414,0.00463678516229,0.00243902439024,-0.00276243093923,-0.00420168067227,0.0,0.0,0.00591715976331,0.0
2016-08-22,-0.00584795321637,-0.0117994100295,-0.035747883349,-0.0018691588785,-0.0001,-0.00495458298927,-0.0165680473373,-0.0163220892274,-0.00561797752809,-0.00917431192661,0.0,0.00127388535032,0.0,-0.0112721417069,-0.00766871165644,-0.00966183574879,0.00138312586445,0.0042194092827,-0.00970873786408,-0.0106382978723,0.0,0.0
2016-08-19,0.0,0.0,-0.00839552238806,0.000935453695042,0.000200040008002,0.00414593698176,-0.0128504672897,0.0177187153931,-0.0041958041958,-0.00391644908616,0.00115473441109,-0.00127226463104,0.00443458980044,0.0264462809917,-0.00153139356815,0.00485436893204,-0.00413223140496,0.0106609808102,0.0,0.010752688172,0.0,0.0
2016-08-18,-0.00291545189504,0.0,-0.00832562442183,-0.000934579439252,-0.000100010001,0.00249376558603,0.00234192037471,0.00221975582686,-0.00278940027894,0.00524934383202,0.00231481481481,0.00769230769231,0.0,0.00498338870432,0.00461538461538,0.0,0.00276243093923,0.0,0.0,0.0,0.0,0.00729927007299
2016-08-17,-0.00290697674419,0.00295857988166,-0.0208333333333,0.0075329566855,0.0,0.00166527893422,-0.00697674418605,0.00111111111111,-0.00278164116829,-0.00522193211488,-0.00460829493088,0.0,0.00222222222222,0.00500834724541,-0.00306748466258,0.0,0.00277008310249,0.0,0.0,0.0,-0.00588235294118,-0.0143884892086
2016-08-16,-0.00289855072464,0.00445765230312,0.0222222222222,0.0028328611898,0.0,-0.000831946755408,0.0011641443539,0.00334448160535,-0.00277392510402,0.0065703022339,0.0,0.00515463917526,0.00446428571429,0.00841750841751,0.00462249614792,-0.00722891566265,-0.00138312586445,-0.00424628450106,0.0,0.0,0.0,0.0
2016-08-15,0.0298507462687,0.0212443095599,0.0434782608696,-0.00842696629213,-0.0001,0.00670016750419,0.00940070505288,0.00335570469799,0.0183615819209,-0.00131233595801,0.0175849941383,0.0104166666667,0.00223713646532,0.00337837837838,-0.00307219662058,-0.00240384615385,0.00416666666667,0.0129032258065,0.00980392156863,-0.0106382978723,0.0,0.00724637681159
2016-08-12,0.0182370820669,0.0138461538462,0.0137120470127,0.000937207122774,0.0,0.00589721988206,0.00829383886256,0.0170648464164,0.0114285714286,0.0,0.00708382526564,0.0131926121372,0.00449438202247,0.0277777777778,0.00153846153846,0.0121654501217,0.00558659217877,0.00215517241379,0.00990099009901,0.010752688172,0.00591715976331,-0.0142857142857
