Date,Open,High,Low,Close,Volume,Adj Close
2012-12-31,125.419998,127.68,124.790001,127.559998,3623000,120.771547
2012-12-28,125.730003,126.620003,125.339996,125.519997,1859200,118.84011
2012-12-27,127.550003,128.300003,124.57,126.669998,3263500,119.928911
2012-12-26,128.160004,129.300003,127.110001,127.160004,2210100,120.39284
2012-12-24,127.870003,128.50,127.400002,127.540001,1359300,120.752614
2012-12-21,126.629997,128.949997,125.629997,128.440002,6393300,121.60472
2012-12-20,127.349998,129.720001,126.620003,129.720001,4402500,122.8166
2012-12-19,128.669998,129.300003,126.809998,127.25,5525400,120.478047
2012-12-18,124.82,128.00,124.489998,127.769997,8040300,120.97037
2012-12-17,120.190002,123.489998,120.029999,123.489998,5476700,116.918143
2012-12-14,118.449997,120.07,118.300003,119.360001,3717200,113.007935
2012-12-13,117.809998,119.160004,117.589996,118.50,3329100,112.193701
2012-12-12,119.290001,119.980003,118.080002,118.089996,5372400,111.805517
2012-12-11,117.559998,119.800003,117.040001,118.860001,5696500,112.534544
2012-12-10,116.610001,117.169998,115.620003,117.010002,3331900,110.782998
2012-12-07,117.769997,118.00,116.139999,116.57,3960500,110.366411
2012-12-06,117.220001,117.480003,116.199997,117.199997,2330900,110.962882
2012-12-05,117.019997,117.900002,116.00,117.129997,3283000,110.896607
2012-12-04,118.120003,118.389999,116.199997,116.580002,3591600,110.375881
2012-12-03,118.419998,119.639999,118.07,118.400002,3613900,112.099025
2012-11-30,117.959999,119.440002,117.690002,117.790001,4264300,111.521487
2012-11-29,120.00,120.449997,118.519997,118.730003,2980800,112.411465
2012-11-28,117.25,119.330002,116.57,119.330002,3811200,112.979533
2012-11-27,120.50,121.339996,118.379997,118.410004,3875200,111.635101
2012-11-26,119.160004,120.949997,118.50,120.940002,3371000,114.020344
2012-11-23,118.669998,120.309998,118.269997,120.309998,1977500,113.426385
2012-11-21,118.18,118.230003,116.830002,117.699997,2075200,110.965717
2012-11-20,117.93,118.75,117.370003,118.089996,3304000,111.333403
2012-11-19,117.199997,119.190002,117.190002,118.300003,3868600,111.531394
2012-11-16,115.529999,116.57,114.230003,115.839996,4515900,109.212138
2012-11-15,114.510002,116.360001,113.910004,115.440002,3702900,108.83503
2012-11-14,116.650002,117.449997,113.879997,114.239998,3885700,107.703684
2012-11-13,115.889999,118.349998,115.080002,116.470001,3156600,109.806097
2012-11-12,116.790001,117.839996,116.300003,117.239998,2453600,110.532037
2012-11-09,114.709999,117.849998,113.839996,116.150002,4823100,109.504406
2012-11-08,119.209999,119.839996,115.260002,115.269997,6252100,108.674751
2012-11-07,122.800003,123.120003,117.970001,117.980003,7075800,111.229703
2012-11-06,124.330002,126.730003,124.300003,126.25,3986000,119.026527
2012-11-05,123.190002,124.459999,122.110001,124.080002,2568700,116.980686
2012-11-02,125.349998,125.889999,123.059998,123.25,3188800,116.198173
2012-11-01,122.82,124.879997,122.360001,124.849998,3336200,117.706627
2012-10-31,119.730003,122.599998,119.660004,122.389999,3679700,115.387378
2012-10-26,119.239998,120.379997,118.379997,119.440002,3960900,112.606167
2012-10-25,120.830002,122.190002,118.650002,119.720001,4128800,112.870146
2012-10-24,119.830002,121.349998,119.769997,119.769997,3662000,112.917281
2012-10-23,120.470001,121.660004,118.120003,119.00,5818500,112.19134
2012-10-22,122.019997,124.360001,121.919998,122.769997,3643000,115.745634
2012-10-19,124.459999,125.169998,123.019997,123.620003,5876400,116.547006
2012-10-18,123.800003,126.480003,123.190002,125.150002,5375100,117.989465
2012-10-17,123.32,125.050003,123.050003,124.919998,6712400,117.772622
2012-10-16,124.230003,125.970001,122.349998,123.220001,10115900,116.169891
2012-10-15,121.699997,124.610001,120.75,124.50,6412000,117.376654
2012-10-12,121.620003,122.279999,119.889999,120.199997,4054900,113.322678
2012-10-11,120.949997,122.940002,120.75,121.989998,4707200,115.010263
2012-10-10,119.50,120.25,119.059998,120.080002,2829600,113.209549
2012-10-09,119.389999,120.739998,119.019997,119.629997,3260600,112.785291
2012-10-08,118.279999,119.720001,118.150002,119.459999,2140400,112.62502
2012-10-05,120.830002,121.400002,118.580002,119.309998,3938300,112.483601
2012-10-04,118.660004,120.360001,117.93,119.900002,3743200,113.039847
2012-10-03,117.620003,118.169998,116.220001,117.910004,3036400,111.163708
2012-10-02,117.550003,118.239998,117.089996,117.25,3681300,110.541467
2012-10-01,116.669998,119.019997,116.400002,116.860001,5338600,110.173782
2012-09-28,115.010002,115.010002,113.230003,113.68,3653700,107.175727
2012-09-27,113.739998,115.860001,113.720001,115.230003,3898900,108.637046
2012-09-26,113.220001,113.639999,111.900002,113.080002,5185100,106.610058
2012-09-25,117.129997,117.650002,113.50,113.50,4547700,107.006026
2012-09-24,116.339996,117.43,114.900002,116.599998,3697500,109.928656
2012-09-21,118.360001,118.379997,116.559998,116.720001,8188700,110.041793
2012-09-20,117.639999,117.82,116.239998,117.629997,4448100,110.899723
2012-09-19,120.370003,120.370003,119.019997,119.019997,4818300,112.210192
2012-09-18,119.43,120.360001,118.75,119.879997,3033300,113.020988
2012-09-17,120.32,121.110001,119.510002,119.900002,3598300,113.039847
2012-09-14,121.260002,122.599998,120.480003,121.360001,6187700,114.416312
2012-09-13,117.989998,121.050003,117.68,120.669998,5261600,113.765788
2012-09-12,117.400002,118.459999,116.690002,118.239998,4233700,111.474822
2012-09-11,115.230003,117.760002,115.019997,116.690002,3898500,110.01351
2012-09-10,116.059998,116.25,114.540001,114.68,4225100,108.118512
2012-09-07,113.800003,116.75,113.550003,116.330002,6137100,109.674107
2012-09-06,110.610001,113.779999,110.010002,113.540001,6521500,107.043738
2012-09-05,106.900002,110.00,106.790001,109.940002,6371600,103.649716
2012-09-04,105.550003,107.25,105.540001,106.410004,3249200,100.321688
2012-08-31,105.410004,106.580002,105.309998,105.720001,3264100,99.671165
2012-08-30,104.739998,105.199997,103.949997,104.720001,2823700,98.72838
2012-08-29,105.360001,106.290001,105.040001,105.529999,2266900,99.492033
2012-08-28,104.459999,105.889999,104.199997,105.029999,2611100,99.020641
2012-08-27,105.120003,105.849998,104.580002,105.120003,2466800,98.671813
2012-08-24,103.559998,105.220001,102.230003,104.959999,3527100,98.521624
2012-08-23,104.589996,104.989998,103.650002,104.080002,3583100,97.695607
2012-08-22,104.769997,106.349998,103.669998,104.669998,4202400,98.249412
2012-08-21,105.690002,107.339996,104.75,105.32,4459800,98.859542
2012-08-20,103.32,105.50,103.139999,105.279999,3860800,98.821995
2012-08-17,103.449997,103.610001,102.800003,103.599998,2509700,97.245048
2012-08-16,103.260002,103.93,102.599998,103.489998,2417900,97.141795
2012-08-15,103.349998,104.50,103.050003,103.129997,2452500,96.803877
2012-08-14,104.150002,105.629997,102.910004,103.260002,3148200,96.925907
2012-08-13,102.550003,103.970001,102.550003,103.610001,2008600,97.254436
2012-08-10,103.370003,103.379997,102.120003,103.019997,3121600,96.700624
2012-08-09,102.410004,104.00,102.300003,103.599998,2850200,97.245048
2012-08-08,102.50,103.309998,102.169998,102.50,2351100,96.212524
2012-08-07,102.379997,104.379997,102.330002,103.239998,3845000,96.90713
2012-08-06,101.25,102.849998,100.75,102.019997,2768700,95.761965
2012-08-03,99.349998,101.360001,99.00,100.980003,3283100,94.785766
2012-08-02,98.50,99.029999,96.720001,97.809998,3980200,91.810212
2012-08-01,101.269997,101.760002,99.82,100.089996,3092800,93.950353
2012-07-31,100.260002,101.779999,100.00,100.900002,3664000,94.710672
2012-07-30,101.150002,102.18,100.349998,100.879997,3659600,94.691895
2012-07-27,98.410004,102.050003,98.120003,101.639999,6397200,95.405277
2012-07-26,97.440002,98.199997,96.75,98.059998,5077400,92.044877
2012-07-25,95.059998,96.690002,94.849998,95.959999,4578900,90.073695
2012-07-24,93.379997,94.599998,93.209999,94.470001,5301700,88.675096
2012-07-23,91.940002,93.419998,91.150002,93.160004,4761200,87.445455
2012-07-20,94.470001,95.300003,94.099998,94.160004,5543900,88.384114
2012-07-19,96.599998,96.639999,94.550003,95.00,6164100,89.172584
2012-07-18,97.349998,97.809998,96.18,96.510002,4443200,90.58996
2012-07-17,100.239998,100.489998,97.18,97.980003,9502200,91.96979
2012-07-16,97.730003,98.150002,95.959999,97.68,4503000,91.688189
2012-07-13,94.919998,97.860001,94.800003,97.43,4592400,91.453525
2012-07-12,94.339996,94.739998,93.230003,94.019997,3187000,88.252695
2012-07-11,93.879997,95.470001,93.75,95.129997,4516400,89.294607
2012-07-10,94.860001,95.300003,93.150002,94.25,3668600,88.468589
2012-07-09,94.839996,95.349998,93.669998,94.470001,4121300,88.675096
2012-07-06,94.639999,96.00,94.50,95.470001,3312800,89.613754
2012-07-05,98.209999,98.209999,95.889999,95.919998,3736900,90.036148
2012-07-03,97.129997,98.769997,96.629997,98.599998,2251100,92.551754
2012-07-02,96.559998,97.300003,95.589996,97.129997,3515900,91.171924
2012-06-29,96.010002,96.18,94.519997,95.860001,6245300,89.979831
2012-06-28,92.089996,93.519997,91.330002,93.489998,4413500,87.755207
2012-06-27,91.190002,93.790001,91.019997,93.269997,3576100,87.548701
2012-06-26,91.489998,91.830002,90.43,91.029999,4248000,85.446107
2012-06-25,92.360001,92.400002,90.660004,91.220001,4211300,85.624455
2012-06-22,95.32,95.32,93.160004,93.629997,6720200,87.886618
2012-06-21,96.800003,96.870003,93.870003,93.900002,5577700,88.14006
2012-06-20,97.010002,97.599998,95.370003,96.550003,4941300,90.627507
2012-06-19,94.300003,97.470001,94.150002,96.370003,5295200,90.458549
2012-06-18,95.239998,95.269997,93.32,93.629997,4081400,87.886618
2012-06-15,93.68,95.769997,92.75,95.660004,6186200,89.792102
2012-06-14,92.940002,94.290001,92.510002,93.82,4461000,88.064966
2012-06-13,93.32,94.419998,92.269997,92.720001,4694700,87.032443
2012-06-12,92.910004,94.040001,92.519997,94.040001,3668500,88.271472
