Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,239.00,240.179993,235.509995,238.550003,4608200,238.550003
2016-12-12,240.50,242.830002,236.369995,237.169998,5009800,237.169998
2016-12-09,240.610001,242.00,238.880005,241.850006,5443700,241.850006
2016-12-08,236.880005,242.419998,236.00,241.449997,7321100,241.449997
2016-12-07,230.399994,236.089996,230.399994,235.559998,6578500,235.559998
2016-12-06,230.179993,232.669998,227.899994,231.380005,5191900,231.380005
2016-12-05,225.520004,229.199997,225.240005,228.550003,4583100,228.550003
2016-12-02,226.00,226.25,221.220001,223.360001,5286600,223.360001
2016-12-01,220.929993,227.160004,220.350006,226.630005,7586800,226.630005
2016-11-30,215.199997,220.770004,214.970001,219.289993,6483800,219.289993
2016-11-29,209.990005,212.919998,209.919998,211.75,2577600,211.75
2016-11-28,210.00,211.759995,209.600006,210.350006,3297400,209.700007
2016-11-25,211.360001,212.75,211.00,211.380005,1974000,210.726823
2016-11-23,211.50,213.410004,209.369995,212.309998,3717400,211.653942
2016-11-22,211.360001,211.949997,209.889999,211.110001,2945700,210.457653
2016-11-21,211.460007,211.690002,209.179993,211.080002,2860200,210.427747
2016-11-18,209.869995,212.070007,209.720001,210.350006,4278200,209.700007
2016-11-17,206.259995,209.690002,205.669998,209.630005,3572400,208.982231
2016-11-16,207.350006,208.080002,204.830002,206.259995,5276200,205.622634
2016-11-15,206.559998,211.199997,205.169998,211.190002,4893800,210.537408
2016-11-14,204.149994,211.770004,204.149994,209.179993,8248100,208.533609
2016-11-11,198.25,205.00,198.25,203.940002,6290200,203.309811
2016-11-10,194.529999,204.669998,194.00,200.869995,11345400,200.24929
2016-11-09,185.00,193.539993,183.449997,192.630005,7823800,192.034762
2016-11-08,180.110001,182.679993,178.460007,181.919998,2646200,181.35785
2016-11-07,179.00,181.50,179.00,181.479996,3338800,180.919207
2016-11-04,176.330002,177.339996,174.729996,175.919998,1846500,175.376391
2016-11-03,176.770004,177.970001,176.210007,176.210007,1972700,175.665503
2016-11-02,177.070007,177.50,176.070007,176.580002,2104800,176.034355
2016-11-01,179.00,179.179993,176.610001,178.059998,2900600,177.509777
2016-10-31,177.679993,178.50,177.229996,178.240005,1828200,177.689229
2016-10-28,178.509995,178.509995,175.460007,177.139999,2042800,176.592622
2016-10-27,178.190002,178.850006,176.570007,177.75,3021900,177.200738
2016-10-26,174.789993,177.899994,173.929993,177.070007,2533800,176.522846
2016-10-25,175.039993,175.960007,174.639999,175.550003,2423300,175.007539
2016-10-24,175.50,175.789993,174.350006,175.119995,1943200,174.57886
2016-10-21,172.839996,174.899994,172.509995,174.669998,2004400,174.130253
2016-10-20,174.00,175.789993,173.800003,174.509995,2471100,173.970744
2016-10-19,173.369995,175.679993,173.179993,174.509995,3676000,173.970744
2016-10-18,172.009995,173.470001,171.100006,172.630005,4482500,172.096564
2016-10-17,170.50,171.270004,168.449997,169.00,3061400,168.477776
2016-10-14,171.600006,172.949997,169.110001,170.520004,5282300,169.993083
2016-10-13,167.600006,167.630005,165.509995,167.419998,2713700,166.902656
2016-10-12,169.039993,169.990005,168.300003,169.300003,2404000,168.776852
2016-10-11,169.839996,170.869995,167.910004,169.039993,2680000,168.517646
2016-10-10,170.520004,171.75,170.100006,171.039993,2532000,170.511465
2016-10-07,167.50,169.979996,166.240005,169.830002,3390200,169.305213
2016-10-06,167.179993,167.289993,164.820007,167.149994,2858000,166.633486
2016-10-05,163.320007,166.570007,163.009995,166.399994,2548200,165.885804
2016-10-04,161.240005,164.149994,161.229996,162.270004,2469900,161.768576
2016-10-03,160.50,161.720001,160.25,161.070007,2444700,160.572288
2016-09-30,159.949997,162.410004,157.800003,161.270004,4497200,160.771666
