,1996-05-15,1996-11-13,1997-05-14,1997-11-12,1998-05-13,1998-11-11,1999-05-12,1999-11-17,2000-05-17,2000-11-15,2001-05-16,2001-11-14,2002-05-15,2002-11-13,2003-05-14,2003-11-12,2004-05-12,2004-11-17,2005-05-18,2005-11-16,2006-05-17,2006-11-15,2007-05-16,2007-11-14,2008-05-14,2008-11-12,2009-05-13,2009-11-18,2010-05-12,2010-11-17,2011-05-18,2011-11-16,2012-05-16,2012-11-14,2013-05-15,2013-11-13,2014-05-14,2014-11-12,2015-05-13,2015-11-18,2016-05-18
002053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.39883974,0.06946604,0.40414445,NaN,-0.29732609,0.12158884,-0.06853204,-0.10143666,0.04457364,-0.07591218,-0.18035804,-0.30598081,0.05264706,0.0220732,0.27856752,0.83001924,0.88386494,-0.20150087,-0.0928932,0.47016012
600329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04074182,-0.09620947,0.0884285,-0.49659548,0.12818936,-0.07356948,-0.20588235,-0.17037037,0.43883929,-0.27179646,1.16616958,-0.17033832,0.13086771,-0.31027254,1.43768997,0.42269327,0.11831727,0.21316614,-0.18604651,-0.1952381,-0.05325444,0.03125,0.32727273,-0.1194825,0.15730337,0.07991038,0.58782849,-0.09712544,-0.24399421,0.10324145
000150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.03738633,-0.42617215,-0.05609756,-0.14211886,-0.18825301,-0.25788497,0.2575,-0.33996024,-0.35843373,-0.06103286,0.145,0.86899563,1.76635514,NaN,-0.26173285,NaN,0.88513514,0.47670251,-0.15412621,-0.21520803,0.06032907,-0.23793103,-0.02488688,-0.01392111,0.06352941,0.14823009,0.49132948,NaN,2.55813953,NaN,-0.25296778,0.28376844
600497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.16483516,-0.21052632,0.11666667,2.14925373,NaN,1.74683544,0.27419355,-0.29077758,-0.72781744,1.55222482,0.55991925,-0.27529412,0.28571429,0.29292929,-0.26953125,-0.06417112,-0.16857143,-0.07560137,-0.17843866,-0.0321267,0.3029453,NaN,-0.30062064,-0.17914587,0.84009009
300142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.41692151,0.01748252,-0.21821306,0.01956044,0.08191421,-0.11954573,0.28762163,0.15289982,0.45884146,0.47962382,-0.18432203,NaN
000065,NaN,NaN,NaN,NaN,NaN,-0.19677419,0.24497992,0.23935484,0.1832379,0.33809943,-0.3208943,0.01186153,-0.06698565,-0.13076923,-0.00589971,-0.03145401,-0.28247549,-0.29632792,0.36286408,-0.00267142,-0.19642857,3.07222222,NaN,-0.40227273,-0.31989861,2.20387626,0.19613774,0.10892822,-0.21864585,-0.04489842,NaN,-0.13835478,-0.28020134,0.15850816,0.01006036,0.5936255,0.6025,0.60062402,-0.10925926,NaN,0.70763023
002026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.37125749,0.00362812,0.26073204,-0.05376344,1.0,-0.12121212,0.025,-0.52985702,0.72137746,0.32761756,-0.01761252,0.31474104,0.23181818,-0.11193112,-0.13573407,-0.11378205,0.079566,-0.10552764,0.46629213,0.28224777,0.46513944,-0.19170632,NaN,0.20829315
600064,NaN,NaN,-0.30233236,0.27455077,0.85901639,-0.12698413,0.08484848,0.10614525,0.02188552,-0.10873147,-0.31608133,0.0,-0.15675676,-0.05128205,-0.3277027,0.24623116,-0.23790323,-0.24867725,0.04225352,0.52702703,0.07964602,3.19262295,0.21309873,-0.27775987,-0.58551824,0.86648721,0.47634843,-0.19019244,-0.00603136,0.03883495,-0.23014019,0.10622155,-0.17969822,0.13545151,0.0,-0.03254786,0.57786573,0.98273034,-0.05994842,-0.28464206,0.22069465
603338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.49565264,-0.3115513,0.36278342
002062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.04511278,0.12867647,NaN,-0.36619718,1.34444444,0.1563981,-0.08401639,0.14541387,-0.0390625,-0.33130081,-0.19148936,-0.17669173,0.07762557,-0.08474576,0.18657407,0.37612173,1.09328041,-0.01273195,-0.27150501,0.39359699
600010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.19043948,-0.05714286,0.01414141,0.09760956,-0.09255898,0.036,-0.08976834,-0.10710498,0.09144893,0.12078346,0.17475728,2.09917355,-0.056,-0.14971751,-0.58803987,0.49193548,0.2,-0.19369369,0.12290503,0.7761194,-0.28571429,0.24980392,-0.17885158,-0.09896828,-0.0899067,NaN,0.45833333,1.19642857,-0.34146341,-0.30617284,0.06761566
603016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600782,NaN,NaN,-0.03827751,0.1119403,0.82639821,-0.28490936,0.02055498,0.06310843,0.40164193,0.67357513,-0.28079149,0.1398091,-0.00328407,-0.3509061,-0.29695431,0.0,-0.33104693,-0.21262817,0.11651816,0.33210559,-0.1843318,2.56497175,0.16481775,-0.04680272,-0.70068513,0.55078684,0.26568266,-0.22278912,-0.04907784,0.15483235,-0.23654996,-0.1196868,-0.18551461,0.29537181,-0.38578884,0.0,NaN,0.74161824,-0.29543121,-0.07249545,0.25687353
600072,NaN,NaN,NaN,0.24739792,0.07359863,-0.2654444,0.2289745,0.18763797,0.0260223,0.11775362,-0.10210697,0.05956679,0.14139693,-0.26567164,-0.21544715,0.29248705,-0.33373422,-0.31287605,-0.05604203,0.21521336,0.38549618,2.77961433,0.9744898,-0.41295681,-0.64163994,1.27145113,0.10112012,-0.24863196,0.24743231,0.43113772,0.10669456,-0.15118147,-0.24458549,-0.0051592,-0.14491036,-0.4602322,0.93916533,1.18508402,-0.08852943,NaN,0.21173672
600173,NaN,NaN,NaN,NaN,NaN,NaN,0.40999265,0.19332986,0.1441048,0.47137405,-0.44357977,0.00675991,-0.13868951,-0.12311828,-0.24555487,0.09711499,-0.37777778,-0.39880952,0.14851485,-0.1387931,0.2032032,4.30698835,0.03840727,-0.19987923,-0.59056604,0.68663594,1.09016393,-0.2,0.04248366,-0.04702194,-0.30756579,-0.0064133,-0.1828831,-0.05939146,-0.11944012,0.26457082,0.4301676,0.9609375,-0.18326693,0.11097561,NaN
000673,NaN,NaN,-0.14084507,-0.02459016,0.07282913,-0.06527415,0.48044693,0.31509434,-0.11908178,0.06840391,-0.2347561,-0.05577689,-0.17088608,-0.1221374,-0.25217391,0.18643411,-0.26951976,-0.36225403,0.12622721,-0.07845579,0.21621622,1.15,NaN,-0.37632135,-0.45084746,1.32716049,0.22546419,-0.01038961,NaN,-0.16519074,-0.25397797,-0.30653541,0.09660883,0.18878101,0.39957653,0.80311217,0.15593911,0.49740771,0.01661935,-0.20577617,0.15866209
603556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07105994,0.04929577,-0.02825857,0.13631407,0.3371721,0.02320574,0.28010288,0.08328767,1.17905918,-0.03481894,NaN,0.14573007
600717,NaN,0.63392857,-0.1420765,0.70063694,-0.07490637,-0.30769231,0.13450292,0.05154639,0.22058824,0.8875502,-0.15531915,-0.06297229,-0.09139785,0.20414201,0.15233415,0.1108742,0.17082534,-0.06065574,-0.06806283,NaN,0.24397317,1.68628879,0.07056845,-0.14526017,-0.52163604,0.2850062,0.04050145,-0.21964782,-0.07007126,0.01787995,-0.22333752,-0.05169628,-0.12436116,0.04474708,0.42085661,0.00917431,0.7,0.3934301,-0.36787281,-0.2641804,0.28712871
600365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.25428533,-0.03529412,-0.1575985,-0.22048998,-0.28571429,0.1684,-0.27901404,0.18993352,0.05786113,0.1471143,0.01808616,1.26033592,-0.26307516,-0.06922629,-0.57291667,0.66829268,0.60818713,0.07272727,0.16440678,-0.01601164,-0.29733728,-0.12631579,0.06024096,0.25454545,-0.23188406,-0.08490566,0.45103093,NaN,0.27708333,0.36133768,-0.22348712
600028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.10479868,0.0788663,0.17075957,-0.01170732,0.39684107,-0.12720848,-0.15789474,NaN,0.62025316,0.0390625,0.8245614,0.89423077,-0.49260334,-0.38702301,0.47680112,0.19134828,-0.29101511,-0.05981308,0.00397614,-0.08712871,-0.05813449,-0.06333487,0.06589624,-0.03229527,0.09606675,0.08068726,0.42543771,-0.2926726,-0.08982036,0.09429825
002251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4244898,0.13753582,-0.17380353,0.14634146,-0.06117021,0.05476865,-0.05013429,-0.09802074,0.12643678,-0.06307978,0.25247525,0.11304348,1.05752841,-0.40490162,-0.35846868,0.31374322
300030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08323189,-0.1216463,0.16919878,-0.35166188,-0.11603376,0.13603819,0.74369748,0.19975904,0.38079936,1.08778182,-0.27986205,NaN,0.28083786
600743,NaN,1.08264463,-0.21825397,0.17258883,0.74891775,-0.36138614,0.10465116,0.17333333,0.17284689,-0.01045385,-0.40582324,0.00433651,NaN,-0.1028754,NaN,0.0733945,-0.43589744,-0.21212121,0.17307692,0.7704918,0.5462963,NaN,0.48789572,-0.70025031,NaN,2.01390922,-0.00850134,-0.26261636,-0.12292359,0.24242424,-0.32621951,0.12669683,0.02409639,0.02352941,-0.13793103,0.25333333,0.25886525,0.86985915,0.04459174,-0.3899625,0.13238771
300319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11349693,0.51928375,-0.09972801,0.17321249,NaN,NaN,-0.23341979,0.68342194
300541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.31081081,0.15686275,0.00847458,-0.29411765,0.10714286,-0.13978495,0.25,0.24,1.17741935,0.01851852,-0.12509091,-0.54862843,1.17587477,0.3889124,-0.13467398,0.25704225,0.52661064,-0.11926606,-0.30208333,-0.09850746,0.29801325,-0.25255102,-0.00921502,0.50327248,0.76947754,-0.14944315,-0.3772838,0.11246944
600778,NaN,NaN,-0.36639118,0.60956522,0.62506753,-0.23021941,0.30382207,0.2388208,0.53609626,0.00696258,-0.366465,0.02864939,-0.13793103,-0.10923077,-0.31606218,0.15883838,-0.16539551,-0.30417755,-0.16510319,0.14157303,NaN,1.92,0.05890411,-0.11513583,-0.61842105,1.03448276,NaN,0.08397041,0.63542259,-0.13458997,-0.06068156,-0.21622315,0.02401747,-0.11833689,0.02176542,-0.07928994,0.12339332,0.38558352,-0.06193229,-0.18397887,0.22977346
002300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.29395218,0.28685259,-0.06037152,-0.0675453,-0.18056537,-0.18973696,-0.07477382,0.05752085,0.17323905,0.3175707,0.67628431,-0.06801008,-0.19256757,0.26638773
002670,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.17810026,0.07865169,0.32589286,-0.00056117,0.7429534,0.29695252,NaN,-0.10145911,0.20581571
000039,0.71764706,0.76712329,-0.17054264,-0.05420561,0.03507905,-0.25871122,0.37025113,0.03054511,0.56543548,0.04515001,-0.24108138,0.14873302,-0.1342711,0.12333826,0.02366864,0.3044316,0.57902511,0.21889616,-0.42760297,0.76536313,NaN,1.18473451,0.01518987,-0.32319202,-0.57332351,0.36787565,0.39015152,-0.01871026,0.38448723,0.30953336,-0.23330611,-0.10494074,-0.32301741,0.21065934,0.05999818,0.0344237,0.38824503,0.41741205,-0.14640303,-0.32676195,0.1749634
300084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01005747,-0.23470839,-0.01840149,-0.04677144,0.05760826,0.32081142,0.29124005,NaN,0.20337553,-0.20617111,-0.02738516,0.13987284
002589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04570079,0.18340611,0.11070111,0.1572536,0.09473684,0.32954545,1.81525312,-0.14876226,-0.1994513,0.17409184
000404,NaN,0.27492447,-0.36966825,0.59003759,0.17318832,-0.2856711,0.05402737,0.08270878,0.32509271,-0.05783582,-0.28217822,-0.01655172,-0.12061711,-0.22009569,-0.22290389,0.26578947,-0.3014553,-0.26190476,-0.125,0.0437788,0.58852097,NaN,0.2246328,-0.3221831,-0.53084416,0.70588235,0.76064909,0.20506912,-0.18260038,-0.0374269,-0.22478736,-0.23667712,0.07597536,0.19465649,-0.11821086,-0.00018116,0.17901794,0.47118488,-0.09767053,-0.08312109,0.51388889
600936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600751,NaN,0.22910217,0.06297229,0.03578199,-0.18233814,-0.03441522,0.45957693,0.00059559,0.36706349,-0.00145138,-0.24127907,-0.08888889,-0.12888982,-0.28940381,NaN,0.05034722,-0.41735537,0.37588652,NaN,0.08823529,0.63108108,1.48508699,NaN,-0.35375366,-0.64722152,2.14611547,0.23153602,-0.15746873,0.32751092,0.09210526,-0.17319277,-0.38433515,0.08579882,0.63215259,NaN,-0.11185309,0.88157895,0.26573427,-0.10812944,-0.40530973,NaN
002519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.02795426,-0.18655462,-0.1003214,0.21204389,0.48631579,NaN,0.45476773,0.71764706,NaN,-0.0840527,0.17708333
601566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0550887,-0.31077075,-0.07311828,-0.14230472,-0.07141569,0.16168188,0.96046142,-0.19332282,-0.24129182,0.19618225
603315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13318874,-0.23354648,0.38081725
002092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85464098,0.01983003,-0.68703704,1.07692308,0.66239316,0.0428449,0.157765,-0.10432931,-0.2725832,-0.06100218,-0.23085847,0.01357466,-0.2485119,0.10693069,NaN,0.48682386,-0.14272388,NaN,0.71924747
000702,NaN,NaN,-0.18920272,0.24138357,-0.0803065,-0.27872755,0.04035404,0.34246575,0.74543502,0.05784615,0.12623618,-0.20764463,-0.14602347,0.55877863,-0.80460333,0.36967419,-0.31015554,-0.28647215,0.18215613,-0.09748428,-0.03832753,2.73188406,-0.3815534,0.10832025,-0.55382436,0.53650794,0.34710744,-0.05981595,-0.01141925,0.16666667,-0.19236209,-0.16637478,-0.12605042,0.02644231,-0.00936768,0.30496454,0.5326087,0.58156028,-0.0328849,-0.08500773,0.27195946
600095,NaN,NaN,NaN,-0.01052632,-0.11347518,-0.17,1.07710843,0.10197216,-0.01663333,-0.01006316,-0.32399697,-0.05055191,-0.1767481,-0.07941056,-0.29546465,0.15872515,-0.24074074,-0.30416069,-0.02216495,0.6341592,NaN,2.73584906,-0.36262626,-0.0110935,-0.54326923,0.8245614,0.23076923,-0.04359375,1.12301911,-0.17175837,-0.28012636,-0.06169334,-0.32599725,0.04285714,-0.0665362,-0.02515723,0.47526882,0.89504373,0.01384615,NaN,0.20696938
000667,NaN,NaN,-0.18888889,0.04109589,0.32236842,-0.17910448,-0.19393939,-0.01503759,0.47328244,0.02072539,-0.16243655,-0.06666667,-0.16883117,-0.1171875,-0.2920354,0.2,-0.20833333,-0.06578947,-0.02816901,0.05797101,0.57534247,3.29565217,0.25910931,-0.3778135,-0.57105943,0.72891566,0.66202091,-0.25681342,-0.11763047,0.04092072,-0.28101966,-0.04613413,-0.10120914,-0.01494768,-0.08902377,-0.0388673,0.56325823,1.03695492,-0.03973149,-0.32552428,0.11204482
002524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.14809922,-0.35044797,-0.15119363,0.996875,-0.03755869,0.13821138,NaN,0.43532684,-0.20639535,-0.11843712,NaN
300197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.59638554,-0.24339623,0.23441397,0.62222222,-0.15442092,-0.30088365,NaN,0.87357379,0.07435419,-0.2638508,0.47789369
000539,1.65913978,0.55115245,-0.20828989,0.00757326,-0.26143791,0.02212389,0.6017316,0.18756757,0.75876195,-0.14065735,-0.19620539,0.1521169,NaN,0.22625216,-0.17183099,0.03741497,-0.38688525,-0.2459893,0.03900709,NaN,0.08532423,1.88050314,0.03820961,-0.45215563,-0.30710173,0.38227147,0.23246493,NaN,0.05035805,-0.01737409,NaN,NaN,0.03598972,-0.01488834,-0.08816121,-0.01381215,0.29131653,0.79609544,-0.09903382,-0.33780161,0.08502024
002033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.34401709,-0.11400651,0.25735294,0.30409357,0.65919283,0.20135135,-0.15860517,-0.59090909,0.64705882,0.39880952,-0.07617021,0.60693997,0.07777565,-0.05124113,-0.03102224,-0.10800386,-0.09405405,-0.0823389,0.05331599,0.15679012,0.63500534,-0.07963446,-0.1822695,0.33564614
002133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22189349,-0.18305085,-0.67946058,1.55802127,0.50515091,-0.35878963,-0.01685393,-0.08952381,-0.18828452,0.18453608,-0.15230635,0.02643737,-0.09102276,-0.02420908,0.42289259,0.61006539,-0.08478956,-0.19725696,0.46231156
002187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.55785728,0.5863754,0.36030078,-0.12021312,0.08478425,-0.10118632,-0.16847826,-0.15592904,-0.28097345,0.05230769,0.0497076,0.17688022,0.28284024,0.7601476,-0.17819706,-0.27997449,0.24446413
603822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.68807339
601788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.25231287,-0.13417073,-0.03334536,-0.15157172,0.09566136,-0.15742972,0.1792183,-0.34357316,0.00147783,0.57833251,1.46279704,-0.26861753,-0.3239327,0.13819578
603189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15934627,-0.25330396,0.13569322,-0.29350649,0.0625,0.12110727,1.56481481,-0.16245487,0.33045977,-0.674946,1.12292359,0.54147105,-0.30253807,0.01601164,0.14326648,-0.13157895,-0.2007215,-0.06535476,0.10276222,-0.10246978,0.03493365,0.50009429,0.5629164,-0.17043352,-0.05565251,NaN
300441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.34124629,0.65969582,NaN
002263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.54444444,0.1790393,0.0037037,0.26199262,0.10818713,-0.19788918,-0.22368421,-0.17372881,-0.03589744,0.19680851,0.03422222,NaN,0.6155477,0.0424322,-0.25975661,0.04875283
600808,0.5,0.11904762,-0.25531915,-0.11836735,-0.11111111,0.0625,0.07843137,0.82863636,-0.17797663,-0.07438766,-0.19960797,-0.0244898,0.05439331,0.22222222,0.05844156,0.18711656,-0.16537468,-0.23839009,-0.03252033,0.06302521,0.20948617,1.81372549,0.0116144,-0.0413318,-0.54491018,0.11842105,0.13647059,-0.26625259,-0.00705418,0.04489912,-0.21403318,-0.16608997,-0.19917012,-0.02072539,-0.0952381,-0.08187135,0.86624204,0.79180887,-0.28952381,-0.34852547,0.21399177
002796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28028939
000791,NaN,NaN,NaN,0.39151462,-0.00473934,-0.11587302,0.19928187,0.29535928,0.37813475,0.10473795,-0.32184606,-0.02272218,-0.22952697,-0.11654527,-0.34208312,0.20051151,-0.22049425,-0.60836294,0.43196092,0.02826511,NaN,2.91633466,-0.16480163,-0.22302071,-0.54177771,0.90728703,NaN,-0.00510547,0.0,0.15678596,-0.10051366,NaN,-0.10399449,-0.01491161,0.14513109,-0.17279913,0.94233937,0.36810857,-0.0582765,-0.40651745,0.58735441
002336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.08295282,-0.19792531,-0.12829798,-0.17566766,-0.34989201,0.00885936,-0.01756312,0.08379888,0.17319588,0.44551845,-0.21945289,-0.25233645,0.26354167
600062,NaN,NaN,NaN,0.32167832,-0.1005291,-0.07647059,0.32165605,0.16385542,0.64182195,0.23203026,-0.14636643,0.13189448,-0.04131356,0.11933702,0.47384008,0.01138647,-0.72715232,-0.07038835,-0.05483029,0.14088398,0.29782082,1.44216418,0.32696715,0.46649396,-0.37522082,0.20584354,0.20520035,0.0207964,0.20457433,-0.13431786,-0.28310317,-0.06515581,0.32848485,0.0100365,-0.13143631,-0.11024441,0.21624781,0.35992311,-0.20070671,-0.24756852,0.35898942
002450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36788776,0.03418803,0.32506887,0.75467775,-0.03672986,-0.15375154,0.59883721,0.66181818,-0.07330416,-0.04250295,0.0998767
300216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10707194,-0.32822848,-0.15588417,0.34768856,-0.14136126,0.94070648,0.97074756,2.25068719,-0.23795028,-0.38848202,0.18816912
002809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
