,1996-05-15,1996-11-13,1997-05-14,1997-11-12,1998-05-13,1998-11-11,1999-05-12,1999-11-17,2000-05-17,2000-11-15,2001-05-16,2001-11-14,2002-05-15,2002-11-13,2003-05-14,2003-11-12,2004-05-12,2004-11-17,2005-05-18,2005-11-16,2006-05-17,2006-11-15,2007-05-16,2007-11-14,2008-05-14,2008-11-12,2009-05-13,2009-11-18,2010-05-12,2010-11-17,2011-05-18,2011-11-16,2012-05-16,2012-11-14,2013-05-15,2013-11-13,2014-05-14,2014-11-12,2015-05-13,2015-11-18,2016-05-18
300568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08665861,0.03968843,0.2236889,-0.2303207,-0.16666667,0.04090909,-0.03056769,NaN,1.18181818,0.50543478,0.03983153,-0.43363037,0.26583572,0.01129944,-0.17861133,NaN,0.10320663,-0.03946102,-0.21843687,-0.17179487,0.05882353,-0.09649123,0.03106796,0.15662272,1.32808684,-0.23685744,-0.41652665,0.4947644
603319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.16493776,-0.25341615,-0.13311148,0.06142035,0.13381555,0.01913876,0.35524257,0.71593533,-0.37281292,-0.27145923,0.53608247
002819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1336858,-0.06190061,-0.17936803,-0.0792752,0.13899139,-0.25269978,0.21242775,0.63647199,-0.23889294,-0.07559809,0.44720497
603987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23943472,-0.07232056,NaN,0.05131078,-0.31926684,0.34189105,-0.15772282,NaN,0.61870504,0.656,0.03972088,-0.26432628,NaN
002408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4017094,-0.27439024,-0.14327731,-0.15154487,0.1026975,-0.1490477,0.11765914,0.25776226,0.32515337,-0.3460097,-0.15388505,0.7749004
600712,NaN,0.24215247,-0.33212996,0.15135135,0.04225352,0.04954955,0.45493562,-0.02064897,0.04759036,0.04284071,-0.32285636,0.125,0.02026782,-0.12557645,-0.09858012,-0.14941494,-0.19047619,-0.30065359,0.01869159,0.42201835,0.45806452,0.87168142,-0.28368794,-0.08250825,-0.57194245,1.42857143,0.26989619,0.07901907,0.67929293,-0.07218045,-0.08103728,-0.16402116,-0.16877637,0.1928934,-0.12978723,-0.0806846,0.3962766,0.84,-0.11904762,0.16686251,0.08660624
300566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.14131737,-0.06415621,-0.13487332,-0.374677,-0.07024793,-0.08444444,0.0631068,0.695586,NaN,NaN,NaN,0.28356254
002821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.35571429,0.03477345,-0.35234216,-0.1336478,0.00725953,-0.16216216,4.82795699,-0.20295203,-0.26157407,-0.23197492,0.17959184,0.4083045,-0.1990172,0.15337423,0.30851064,-0.22560976,-0.1671916,-0.24046644,-0.00954357,-0.12191035,0.32633588,0.35251799,1.22340426,0.09688995,-0.23118866,0.43262411
300411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.29488055,-0.0914602,NaN
002825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.29962547,0.00802139,0.62068966,-0.3289689,1.5804878,-0.25236295,0.09102402,-0.51564311,0.73205742,0.39226519,-0.20863095,0.41857841,-0.02138565,-0.0620372,-0.25146818,-0.19717042,0.04886254,0.01985642,0.05885877,0.49363508,0.74147727,-0.21479065,-0.23753463,0.37057221
603819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.39266451,0.95197521,-0.06944444,0.09168443,0.04648437
300563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28329953,-0.15489989,-0.15024938,-0.42626559,0.30396419,-0.18750613,-0.52287266,-0.02251455,0.14906832,0.51351351,NaN,0.48676171,-0.26164384,-0.36456401,0.48321168,1.11515748,-0.29781294,0.13850232,-0.13620489,-0.11927224,-0.18592196,-0.06484962,-0.13065327,-0.02890173,0.25952381,0.84026465,1.06522856,NaN,-0.39781553,0.15558243
603900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000672,NaN,NaN,-0.14814815,0.34492754,0.42241379,-0.30151515,0.28199566,0.68003384,0.27354215,0.0760775,-0.21724113,-0.12965919,-0.25889968,-0.24163028,-0.27639155,0.34509284,-0.34154999,-0.39652591,0.09181141,-0.21363636,0.75722543,1.30921053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.25365854,0.04771242,0.55978374,0.25089988,-0.02770969,NaN,0.29136112
603323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73887415,-0.20254237,0.05207226,-0.65252525,2.20348837,-0.02359347,-0.24386617,0.08824975,0.52767111,-0.20360787,-0.02933531,-0.26358072,0.01922078,0.10856269,-0.0091954,0.22969838,1.27924528,-0.0115894,-0.31909548,0.15867159
300242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.31345354,-0.13131313,0.05813953,0.37362637,0.7,0.71294118,0.28846154,NaN,-0.16283818,NaN
000980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08342728,-0.19667014,-0.13341969,-0.19581465,-0.22490706,-0.2470024,0.11496815,-0.34647244,-0.19493007,0.0,-0.00325733,0.14978214,3.8237802,-0.23087499,-0.18411645,-0.48513302,0.76291793,0.19655172,-0.02463977,0.05229724,0.09672891,-0.16628264,-0.19637648,-0.24990447,0.39276617,-0.14392831,-0.04293954,0.52901786,0.44817518,-0.31350806,NaN,0.51847575
601882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.02214212,-0.00210637,-0.29651715,-0.29465156,-0.03562693,0.00595501,0.04253453,0.11356467,0.45703494,-0.19377835,-0.0192926,0.10655738
000518,2.81419624,0.00109469,-0.01148168,-0.07079646,-0.35714286,NaN,NaN,NaN,0.2090739,0.22011605,-0.09955612,0.29929577,0.1897019,-0.03872437,-0.02369668,-0.01941748,-0.28712871,-0.40972222,-0.12941176,0.23648649,0.19672131,NaN,-0.28939828,0.17943548,-0.65641026,0.93034826,0.09278351,0.03773585,0.58409091,0.09469154,-0.22804718,-0.16808149,-0.19387755,0.04303797,-0.19902913,-0.01212121,0.68711656,0.25818182,NaN,0.15281899,0.04247104
002583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.34345794,-0.0569395,0.30188679,0.0115942,0.2722063,0.07882883,0.92066806,0.34456522,-0.25869038,0.50272628
000951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43107154,-0.04634199,-0.09808774,-0.14442504,-0.18075802,0.69039146,-0.14315789,NaN,NaN,-0.11788618,-0.14516129,0.20889488,0.19219621,2.02805311,0.63035019,-0.35977573,-0.58224852,0.69121813,0.47152429,-0.37222538,0.37080689,-0.24867725,-0.13732394,-0.24591837,-0.19350474,0.11073826,-0.02870091,0.08211509,0.29002587,0.4837344,-0.24403064,-0.13984903,0.73441109
603067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.41011236,-0.23007968,-0.6080207,1.12211221,0.86780715,-0.07160699,0.7955157,-0.07642358,NaN,-0.15898142,-0.20237316,0.04206422,-0.13143645,-0.0646112,0.25375667,0.4423932,-0.34141929,-0.23585674,0.34354194
000416,NaN,0.62694301,-0.34713376,0.0195122,0.215311,-0.25984252,0.09042553,0.61268293,0.1984271,0.13048965,0.22125474,0.42047532,0.27027027,0.32421479,-0.28232594,-0.054371,-0.14205186,-0.07884363,-0.51355207,-0.00293255,-0.27941176,4.50204082,-0.27077151,-0.30986775,-0.52741745,1.18340611,0.33885714,-0.12078532,-0.08980583,0.108,-0.18170878,0.06323529,-0.33609959,0.08958333,0.27342256,0.13663664,0.07001321,0.95432099,NaN,-0.32003891,0.48640916
002691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.01612322,-0.13521926,0.19542664,0.28657457,0.45395099,-0.07248023,0.18568804,NaN
600158,NaN,NaN,NaN,NaN,-0.12805716,-0.37787583,0.4858156,0.44595977,0.13228012,0.10662224,-0.24520135,-0.01470955,-0.21659919,-0.25226098,-0.15896328,0.45865434,-0.21161972,-0.21393479,0.07215909,0.39215686,0.46897602,2.76159627,0.01302012,0.64977899,-0.856554,1.40517241,0.05734767,-0.11864407,0.04307692,-0.1296706,0.11905098,-0.12670369,-0.22543353,0.04477612,0.37678571,0.3618677,0.39428571,1.09289617,-0.28198433,-0.24213636,0.30750315
600048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85164835,1.78338279,-0.52345416,-0.2885906,1.00943396,0.18309859,-0.45899471,0.11491443,0.10745614,-0.09108911,0.34858388,0.07915994,0.03143713,-0.20319303,-0.16939891,0.2872807,1.3032368,-0.31213018,-0.09139785,0.10059172
600985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.12471655,-0.4611399,-0.01923077,0.00490196,0.13170732,1.65948276,-0.13128039,-0.05783582,-0.52277228,1.49377593,0.4359401,-0.21552723,0.23929099,0.02741359,NaN,NaN,-0.06874918,-0.00814035,0.02872506,-0.03301238,NaN,0.43243243,-0.1223162,-0.2994811,0.56507937
002383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.37970449,-0.0188764,-0.14200641,-0.18739989,0.14520368,0.03270224,0.09388889,0.45606907,0.75200558,NaN,-0.23991094,0.76601977
000651,NaN,NaN,-0.1702396,0.00303951,0.06060606,-0.32857143,0.23404255,0.05172414,0.01639344,0.22580645,-0.28947368,0.0,0.0,0.0,0.0,0.25925926,0.10294118,-0.06666667,-0.04285714,0.2358209,0.34782609,1.66308244,0.41890983,0.29238795,-0.50825688,0.93656716,0.34682081,-0.28612303,0.22645291,0.45424837,-0.16179775,0.12922252,0.08095916,0.12123874,0.18041136,0.01559907,0.04901961,0.84501558,-0.27859856,0.140433,NaN
000898,NaN,NaN,NaN,NaN,-0.27777778,-0.01648352,0.17877095,0.05687204,0.22421525,0.05860806,NaN,-0.09311741,NaN,0.21296296,0.16030534,0.06184211,0.10904585,-0.20586592,0.07562434,NaN,0.33480176,1.53960396,0.48213125,-0.09469531,-0.69249395,0.53700787,0.41290984,-0.40971719,-0.02702703,-0.08459596,-0.28965517,-0.19320388,-0.19205776,-0.03515043,-0.09416487,-0.02010907,0.48347826,0.75756155,-0.34765208,-0.23312883,0.29066667
002159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.12791923,-0.6333434,1.0107084,0.60371432,0.31888624,0.20575893,-0.16373956,0.06242797,-0.07491111,-0.1713355,0.2908805,0.00365408,0.05946602,0.27720504,0.1044843,NaN,-0.30622782,0.33488372
603519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05458716,0.04784689,NaN
601099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.45103858,0.03063063,0.05944056,-0.21287129,-0.10062893,-0.0979021,-0.21447028,-0.12171053,-0.19475655,0.03255814,-0.13063063,0.31606218,0.89370079,0.80873181,-0.31264368,-0.31655518,0.40445314
600376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4200627,-0.31346578,0.07717042,-0.23283582,-0.09338521,-0.21888412,-0.19230769,0.10204082,-0.08641975,0.7972973,1.64661654,NaN,-0.45667299,-0.7112922,2.41935484,0.3254717,-0.4433274,0.06456768,0.12310464,-0.38163347,0.53847817,-0.1447239,-0.0297355,-0.18032509,-0.1241479,0.39622642,1.50675676,NaN,-0.2241573,0.25788766
300164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08805031,-0.07615607,0.00782105,0.20285581,NaN,0.05432629,-0.03054033,0.09208401,-0.1612426,-0.3659612,0.2364395
002648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.32999482,0.22693299,0.27717677,0.05098684,0.02738654,0.24904798,-0.38536585,-0.19642857,0.4037037
600856,0.13407821,0.60098522,-0.32564103,0.62509506,0.02058961,0.09445209,0.28864684,0.39239272,0.27901004,-0.1286966,-0.34967526,0.08891753,-0.15976331,-0.21478873,-0.24215247,0.15384615,-0.23076923,-0.23333333,-0.11304348,0.21568627,0.15322581,1.74125874,-0.0255102,NaN,-0.76317677,0.98485995,0.52250191,-0.12324649,-0.06571429,0.06116208,-0.21613833,-0.18713235,-0.06784261,0.04609413,0.47588126,0.62162162,0.2248062,1.26582278,NaN,-0.17759336,NaN
600803,0.04827586,2.99342105,-0.4398682,0.3,0.13348416,-0.04191617,0.0,0.09583333,0.40114068,-0.01492537,-0.33195592,0.04948454,-0.12770138,-0.15315315,-0.38829787,0.55217391,-0.12885154,-0.36334405,-0.00505051,0.43045685,0.23882186,1.65167574,-0.07961543,NaN,-0.59510204,0.77822581,0.32993197,-0.12975277,0.2286442,0.07112103,-0.13354176,NaN,-0.28171659,0.27938293,0.00705089,0.24911213,0.02030869,0.62261146,-0.36310108,-0.05308166,0.01700431
600785,NaN,NaN,-0.13004484,0.38505155,0.11127652,-0.16141996,0.60063898,0.37724551,0.1557971,0.10501567,-0.33049645,0.01610169,-0.09320267,-0.15842722,-0.18114754,0.26126126,-0.16666667,-0.13650794,0.0625,0.40795848,NaN,1.1648283,0.0571044,0.08493998,-0.4526404,0.91577335,0.71382894,0.1826959,0.17147139,-0.102508,-0.14711178,-0.14460375,-0.30231362,-0.0862196,-0.14112903,0.02253521,0.26538108,0.75616836,NaN,NaN,0.12319422
603313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
