code,1996-01-04,1997-01-06,1998-01-05,1999-01-04,2000-01-04,2001-01-04,2002-01-04,2003-01-06,2004-01-05,2005-01-04,2006-01-04,2007-01-04,2008-01-04,2009-01-05,2010-01-04,2011-01-04,2012-01-04,2013-01-04,2014-01-06,2015-01-05
600458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2045,-0.317,-0.1287,1.0926,1.203,-0.4278,1.1755,1.8641,-0.6281,0.277,-0.2463,0.4387,0.1865
002650,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1591,0.2493,0.6457
002807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3413,0.0946,-0.083,0.9238,0.104
600456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0199,-0.3461,0.7735,2.9527,1.4325,-0.8259,0.89,0.2549,-0.3799,-0.0035,-0.3088,0.5313,0.1928
300456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600698,2.7554,0.4226,-0.3744,-0.1512,0.2567,-0.2744,-0.2479,-0.1872,NaN,-0.2021,0.8506,2.8737,NaN,1.1732,-0.0391,-0.4241,NaN,NaN,0.6592,0.1145
002813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600686,0.2832,-0.0069,0.3056,0.1649,0.8402,-0.0868,-0.1196,-0.0093,-0.2212,0.2056,1.57,0.8319,-0.6892,1.2902,-0.1446,-0.2766,0.0,0.4802,NaN,0.4609
300181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0165,1.1006,0.1468,0.3827
600096,NaN,NaN,0.0491,0.1385,0.4722,-0.246,-0.1852,0.3595,0.2538,-0.1143,0.743,3.1591,-0.6764,0.3325,0.1497,-0.4743,-0.0826,-0.3295,0.5171,-0.097
600004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0821,-0.1818,0.1621,1.8974,-0.6677,0.4159,-0.092,-0.2799,0.1992,0.0049,0.8169,0.1445
300211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0711,0.6124,0.1685,1.5256
000429,NaN,NaN,NaN,0.5948,0.6536,-0.4361,-0.1675,0.1237,-0.0195,-0.2478,NaN,1.1648,-0.6079,0.4469,-0.0949,-0.3217,0.0034,-0.074,0.7896,0.242
601106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5,-0.1036,-0.2708,1.8416,0.2683
600559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3421,-0.2133,-0.161,0.1441,4.0324,-0.6234,2.0311,0.4734,-0.459,0.8316,-0.3309,1.0833,0.0593
600377,NaN,NaN,NaN,NaN,NaN,NaN,0.332,-0.1292,-0.4611,0.2557,-0.1175,1.079,NaN,0.3128,-0.0106,-0.094,-0.0094,0.0976,0.4599,0.1634
601601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7542,1.1585,-0.0638,-0.169,0.2258,-0.2328,0.9749,-0.1537
600603,0.1489,0.5208,0.4598,0.3172,0.4457,-0.3592,-0.4567,-0.1595,-0.4328,-0.2787,0.1208,3.0129,-0.5188,0.9241,-0.2042,0.2915,NaN,0.1905,NaN,0.5683
600802,0.623,0.0147,0.0693,0.1803,0.7494,-0.316,-0.2752,0.0416,-0.2137,-0.3985,0.7207,3.8442,-0.7198,0.8756,0.0191,-0.0733,-0.0465,-0.2211,0.6636,-0.002
000860,NaN,NaN,NaN,-0.2626,0.641,-0.3642,-0.2124,-0.0483,-0.1803,-0.2174,1.3464,1.588,-0.4179,0.5723,0.3042,-0.4054,-0.0114,0.2262,0.1857,0.0857
000895,NaN,NaN,NaN,0.7342,0.5083,-0.1851,-0.2469,0.6098,0.22,0.1511,4.3876,NaN,-0.399,0.6833,0.6089,-0.2322,-0.1404,0.5823,-0.2352,-0.0664
002515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4195,-0.0817,0.1509,0.541,0.9514
002501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4241,0.1843,0.3385,0.9331,0.0195
601872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6258,-0.6936,0.4174,-0.2474,-0.3125,0.0,-0.113,1.8904,-0.0518
002343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2353,-0.3314,0.0321,0.7054,2.9956
000066,NaN,NaN,-0.0375,0.6229,0.2698,-0.3818,-0.3,-0.0264,0.0374,-0.0532,-0.2984,1.3327,-0.6764,3.7731,0.2025,-0.493,-0.3148,0.1532,0.5755,NaN
300161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0379,0.4919,0.1813,1.2449
600083,NaN,NaN,-0.4868,0.0338,0.3511,NaN,-0.0586,-0.3377,-0.2621,-0.332,0.8035,NaN,-0.7137,1.9517,-0.1951,-0.373,0.1157,0.3983,0.6039,0.9741
600028,NaN,NaN,NaN,NaN,NaN,NaN,-0.0851,0.9432,-0.2425,0.164,1.1549,1.4008,-0.6941,0.9524,-0.3927,-0.0753,-0.0102,-0.118,0.6692,-0.3145
600692,0.3421,0.4298,0.3003,0.2325,0.2748,-0.1758,-0.0081,-0.3612,-0.1917,-0.2538,0.4492,2.3808,-0.4692,0.9308,NaN,-0.3509,0.1921,0.2508,0.3931,0.3298
002378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.437,0.1128,-0.3023,0.4166,-0.1271
600111,NaN,NaN,0.1452,0.338,1.1474,-0.3725,-0.2656,-0.0957,-0.2471,-0.2188,1.38,3.3025,-0.683,2.7326,1.5725,-0.2184,1.009,-0.3972,0.2786,-0.3208
002277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2774,-0.375,0.0413,0.2811,0.0812,-0.0657
600860,0.3048,0.0619,-0.0089,0.3781,0.9821,-0.259,-0.2356,NaN,-0.1395,-0.3042,0.0118,2.3075,-0.7588,2.0208,-0.177,-0.4469,0.5278,0.3041,-0.1204,0.6066
601919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.8357,0.7847,-0.2998,-0.526,-0.0044,-0.3036,1.4103,0.0386
002204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6548,-0.0324,0.026,-0.2373,0.0347,0.396,-0.2468
600593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3768,-0.1913,-0.2159,-0.0445,1.9097,-0.6011,1.5265,0.4249,-0.2515,-0.2141,0.0825,0.3685,1.4081
000836,NaN,NaN,-0.3328,0.2785,0.2218,-0.5251,-0.2355,-0.4362,-0.3428,-0.3855,NaN,2.7848,-0.4783,0.5718,0.4058,-0.5706,-0.0068,0.2789,0.4043,NaN
603011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.043
000858,NaN,NaN,NaN,0.1478,0.3353,-0.1099,-0.2922,0.2384,0.1523,0.1608,2.0198,1.7623,-0.6951,1.2933,0.1075,-0.0858,-0.0975,-0.4583,0.6853,0.1214
600395,NaN,NaN,NaN,NaN,NaN,NaN,-0.3312,0.2453,-0.303,-0.3207,0.164,2.7704,0.21,1.4164,0.2631,-0.4225,0.2966,-0.5966,1.1176,-0.3626
300035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3137,-0.442,0.0191,0.7543,-0.0012,0.7011
600685,0.7135,-0.1427,-0.1196,0.3091,0.6806,-0.2967,-0.1707,0.2265,-0.1583,-0.2279,3.7011,3.4938,-0.8361,1.0597,0.0295,-0.2779,-0.1726,0.425,1.0867,0.1444
000762,NaN,NaN,0.2259,0.1132,0.6399,-0.3434,-0.3505,-0.0821,-0.1917,0.1858,1.3467,1.2695,-0.664,1.7593,0.7307,-0.5065,-0.0055,-0.1979,0.3954,0.5234
600585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0118,-0.3265,0.1921,2.033,1.6042,-0.6176,0.7026,0.2885,-0.2481,0.2632,-0.1845,0.531,-0.2718
000848,NaN,NaN,0.266,0.2017,0.135,-0.3148,-0.1817,-0.2747,-0.0152,0.1923,2.1677,0.9597,-0.4388,0.6222,0.6484,-0.3338,0.1518,0.6787,0.2258,0.0239
000523,1.48,-0.0637,-0.0788,0.5428,0.627,-0.322,-0.239,-0.2635,-0.2402,0.02,NaN,1.4196,-0.5839,1.1361,0.902,-0.3518,0.0577,0.6748,0.0887,0.3782
002468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.553,-0.0027,0.0528,1.5993,2.172
600730,NaN,0.9469,-0.2134,0.3751,0.2567,-0.343,-0.2292,-0.1204,-0.1107,-0.2396,0.0121,2.2216,-0.697,1.5337,-0.0678,-0.3039,0.0299,0.6159,0.2377,1.9891
600779,NaN,0.2648,0.3527,2.1065,0.0026,-0.3064,-0.4066,-0.2005,0.4688,-0.4645,NaN,1.2155,-0.5892,1.0345,0.0231,-0.0755,-0.0513,-0.5073,0.0839,0.1261
601611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600774,NaN,0.1291,0.2253,-0.1222,0.6814,-0.2188,-0.1768,-0.4734,-0.1488,0.1192,0.224,1.3198,-0.6488,1.4549,0.1979,-0.4269,0.6599,-0.0969,0.8823,0.8074
600078,NaN,NaN,-0.0189,0.157,0.5891,-0.1095,-0.2408,0.2157,-0.0059,-0.1116,0.2534,2.3164,-0.4842,0.3292,NaN,-0.1702,0.2482,-0.3271,0.2645,0.0817
603456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0262
300429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000859,NaN,NaN,NaN,-0.1037,0.4487,-0.2655,-0.0747,-0.2448,-0.2345,-0.1847,0.1713,1.9009,-0.652,1.9673,0.0472,-0.5338,-0.029,-0.113,0.6801,0.3576
600058,NaN,NaN,-0.3215,0.7038,0.8697,-0.2508,-0.3051,0.2332,-0.2552,0.0288,0.3361,5.1281,-0.6867,0.6118,0.7274,-0.3352,-0.2111,-0.1252,0.2466,0.1618
600033,NaN,NaN,NaN,NaN,NaN,NaN,-0.0471,0.2654,0.0585,0.0175,0.1581,0.9261,-0.4759,0.3483,-0.181,-0.3088,-0.0203,-0.013,0.9391,0.0368
000625,NaN,NaN,-0.2838,-0.0094,0.819,-0.2775,0.5072,1.0428,-0.6032,-0.2349,1.5814,1.4204,-0.7469,NaN,-0.3263,-0.2893,0.7236,0.7372,0.6223,-0.1273
002102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3828,-0.7508,0.8816,0.1888,0.1265,-0.3232,0.2191,0.8228,0.7049
600080,NaN,NaN,0.3448,-0.2819,0.4572,-0.3425,-0.2925,-0.2744,-0.2363,-0.2964,0.2685,1.8796,-0.7022,1.5621,0.1832,-0.0974,0.0327,0.2139,0.1935,0.2568
002302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0649,-0.3618,0.0669,0.0192,0.4669,0.0334
000852,NaN,NaN,NaN,0.0031,0.6831,-0.1865,-0.1213,-0.2737,-0.0951,0.358,0.9456,NaN,-0.7691,1.7395,-0.0372,-0.1786,0.4931,0.182,0.306,-0.0937
300283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.059,0.7073,0.7143
600335,NaN,NaN,NaN,NaN,NaN,NaN,-0.3645,-0.317,-0.4254,0.0481,0.2477,3.7404,-0.5201,0.5482,1.1879,-0.1823,-0.1027,0.0663,0.5817,-0.1434
002479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1476,-0.215,0.1341,0.1574,0.2322
002388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4395,-0.1595,0.2249,0.4934,0.3585
002134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6139,0.6036,0.0701,-0.3506,-0.0354,0.156,0.2921,0.8649
002085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7805,-0.6712,2.3222,-0.0113,-0.3277,0.1132,1.7056,0.2888,1.4655
000862,NaN,NaN,NaN,0.6353,0.3,-0.3078,-0.2349,-0.2454,-0.5664,0.0561,0.0821,4.7143,-0.5711,1.235,0.0269,-0.4909,0.0039,-0.028,0.2316,0.1738
300406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1039
000925,NaN,NaN,NaN,NaN,0.423,-0.5103,-0.2718,-0.3251,-0.0749,-0.5201,-0.075,3.1577,NaN,NaN,0.1356,-0.6071,-0.1212,0.1828,1.2877,NaN
300063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4325,-0.1138,0.2729,2.5135,NaN
000589,NaN,0.5303,-0.4219,-0.0557,1.2242,-0.4638,-0.2313,-0.0824,-0.3896,0.1936,0.2541,1.1796,-0.5405,2.8506,-0.3184,-0.3372,0.0176,0.0649,0.3801,-0.0501
300419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600661,-0.2475,0.2454,0.5452,1.4888,0.5927,-0.4056,-0.195,-0.3152,-0.0514,0.2545,NaN,0.617,-0.6167,1.0265,0.032,-0.3553,-0.04,1.2639,0.6449,0.4876
600919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3,0.2436,0.099,0.341,0.3194
002676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.158,0.3475,1.6218
002750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0385,0.24,0.0113,3.437,NaN,-0.4856,1.5098,0.1306,-0.3179,-0.2258,-0.4262,1.0945,-0.0653
600257,NaN,NaN,NaN,NaN,NaN,-0.2903,-0.2554,-0.2849,-0.0466,-0.1667,1.0,1.3947,-0.4741,1.2925,0.1745,-0.3149,0.0888,0.0492,0.0156,0.8131
600567,NaN,NaN,NaN,NaN,NaN,NaN,-0.2112,-0.114,-0.4261,-0.1553,0.3157,1.3858,-0.6171,1.0672,-0.1408,-0.3697,0.92,-0.309,0.4824,0.1932
002582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3379,0.382,-0.1665,-0.073
000603,NaN,0.0057,0.0718,-0.1074,0.8641,-0.098,-0.2343,-0.5298,-0.3012,-0.2465,-0.1798,2.3883,0.0102,NaN,NaN,-0.4622,0.2812,-0.3287,0.0473,0.3795
601901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1057,0.3846,NaN,-0.3624
002682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1342,0.212,1.0883
002663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1636,0.0144,NaN
000831,NaN,NaN,NaN,0.3191,0.4855,0.1045,-0.2663,0.2685,-0.4511,-0.2059,1.0829,4.5552,-0.7759,1.3005,-0.2111,1.6093,NaN,NaN,0.448,-0.44
600475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.277,0.2893,0.4045,0.9739,-0.5578,1.2934,0.277,-0.4791,-0.2007,0.2019,0.282,0.3075
002743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.666,1.8952,0.2577,-0.1993,-0.1521,0.3157,0.2895,0.3327
601001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5391,-0.6405,2.7845,-0.0258,-0.4395,-0.2091,-0.4208,0.7866,-0.4479
000534,1.33,0.073,-0.132,0.162,1.4257,-0.3755,-0.2996,0.0673,-0.3905,-0.2678,0.436,3.2296,-0.8021,1.4428,-0.1791,-0.3941,0.3925,-0.1961,0.842,0.1773
600128,NaN,NaN,-0.0146,-0.0271,1.9722,-0.5207,-0.2453,-0.2889,-0.2119,-0.1112,0.2676,5.3874,-0.5777,0.5641,-0.3506,-0.185,-0.075,-0.0817,0.5895,0.148
600581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3146,-0.0381,-0.3052,NaN,4.015,-0.6863,1.9419,-0.256,-0.402,-0.1148,-0.3318,0.4714,0.5034
600882,0.4299,-0.0349,0.0474,0.2806,0.5443,-0.3265,-0.254,-0.2751,-0.1724,-0.2336,0.3962,2.1588,-0.6417,1.1791,0.0507,-0.2073,0.9819,-0.408,0.1494,0.222
600874,0.0369,-0.1068,-0.1296,0.9198,1.0437,-0.3473,-0.1416,0.1861,-0.2343,-0.3328,0.0315,1.6222,-0.5,0.4873,-0.067,-0.1695,-0.1765,0.6971,0.4502,-0.1611
603188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0509
600639,0.0161,0.2417,-0.2265,0.1076,0.3726,-0.2026,-0.0122,-0.2092,-0.2743,0.1273,NaN,1.0826,-0.6543,0.7094,-0.252,-0.269,0.3758,0.2889,NaN,-0.1061
300011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2485,-0.5939,0.0174,0.9361,1.2608,NaN
600053,NaN,NaN,-0.2466,0.243,0.9383,-0.2197,-0.2517,-0.6382,0.3166,-0.3011,1.5188,1.6214,-0.7634,1.8902,-0.1743,-0.1722,0.2938,-0.1204,NaN,4.9523
600420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4739,0.1011,1.299,-0.517,1.3713,0.3317,-0.4946,0.2816,0.2627,0.3665,NaN
600418,NaN,NaN,NaN,NaN,NaN,NaN,-0.1179,0.3806,-0.3578,0.0886,0.5369,1.2465,-0.6666,2.4585,0.0,-0.4478,0.2118,0.1795,0.6636,0.0787
600857,0.1765,0.32,1.0795,0.6248,0.4645,-0.1519,-0.4066,-0.3505,-0.1288,-0.3172,0.1339,2.7733,-0.6824,1.7123,-0.0331,0.1094,-0.1285,-0.0873,0.7424,0.3194
600114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0192,NaN,1.1007,-0.536,0.6299,0.7068,-0.2678,-0.067,0.8621,0.3816,0.0287
600917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3065
600051,NaN,NaN,-0.3861,-0.1023,0.8911,-0.393,-0.2439,-0.2487,-0.2386,0.0158,0.8505,0.8182,-0.5407,1.2964,-0.1896,-0.1105,-0.1827,0.0167,NaN,0.323
600018,NaN,NaN,NaN,NaN,NaN,-0.2287,-0.1438,0.944,0.0206,-0.246,1.8717,0.3445,-0.6253,0.719,-0.3226,-0.3079,0.0688,0.9099,0.427,-0.0772
600729,NaN,0.4139,0.1885,0.4402,0.1661,-0.1937,-0.3655,-0.1566,-0.1874,0.2629,1.0572,1.4903,-0.562,1.6567,0.1686,-0.3169,-0.1169,-0.1473,0.2186,0.0138
603993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2686,0.6365,0.2405
600056,NaN,NaN,-0.208,0.2828,0.7677,-0.4254,-0.186,-0.1714,-0.2299,0.4851,0.191,2.8949,-0.6241,1.8213,-0.2084,0.3058,NaN,0.0702,0.6531,-0.086
002524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3999,-0.1496,0.82,-0.0077,0.4398
000786,NaN,NaN,-0.2645,-0.0919,1.0291,-0.2521,-0.1303,-0.1013,-0.1569,0.2186,-0.0291,2.1312,-0.6723,2.2328,-0.0148,-0.2782,0.6375,-0.0174,0.669,-0.2069
000967,NaN,NaN,NaN,NaN,NaN,-0.3402,-0.3029,-0.3565,-0.316,-0.1582,0.1729,2.0833,-0.5676,1.4519,-0.0471,-0.2572,-0.1468,0.3929,1.0303,NaN
600202,NaN,NaN,NaN,NaN,1.3538,-0.3656,-0.3249,-0.1241,0.3218,0.0907,-0.1372,2.8334,-0.4068,1.1258,-0.3615,-0.507,-0.17,-0.0261,0.5856,0.7282
601866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7709,0.6679,-0.0044,-0.4769,0.0588,-0.0833,1.2165,0.1738
000565,1.6886,0.1414,0.1756,0.1784,1.081,-0.3499,-0.2491,-0.1127,-0.5156,-0.0815,0.4302,7.981,-0.8025,1.381,-0.2526,-0.5314,0.3154,-0.0757,0.8396,1.3154
600997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3196,NaN,4.359,-0.7146,3.141,-0.1561,-0.4859,-0.0407,-0.4924,0.5686,-0.3409
600622,0.3074,0.5397,-0.0387,0.1206,0.6065,-0.3178,-0.3497,-0.1457,-0.1869,-0.0306,NaN,1.9028,-0.5875,2.0132,-0.1148,-0.4541,0.2953,-0.1845,0.5297,0.9028
002222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7232,0.7388,-0.5092,-0.0429,0.3713,0.2906,1.12
600597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0961,-0.0781,-0.3273,0.4588,1.1542,-0.6744,1.2014,0.0861,-0.1576,0.1357,1.1044,-0.0967,-0.1557
000552,1.0204,0.0,0.2424,0.4447,1.1745,-0.4405,-0.2206,-0.4362,-0.0842,0.092,NaN,2.2717,-0.6627,2.4563,0.2019,-0.4459,0.5505,0.0337,0.2,-0.1935
600285,NaN,NaN,NaN,NaN,NaN,-0.2388,-0.3137,-0.2353,-0.2012,-0.1926,0.0642,5.1207,-0.6282,0.8864,0.101,-0.3195,0.2101,0.3245,0.388,0.4108
002353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0065,0.3537,1.1955,-0.3944,-0.3133
300461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6736,0.0753,-0.5494,0.0107,0.0407,0.7044,0.3913
000524,1.1505,0.4307,-0.1482,0.2041,0.569,-0.2313,-0.2105,-0.4082,0.1693,-0.2968,NaN,1.8822,-0.5669,0.9643,0.2396,-0.4275,0.0692,-0.0691,1.1913,0.3214
601128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600877,0.7476,0.0828,-0.3739,0.0107,0.4324,-0.2111,-0.183,-0.1364,-0.2983,-0.2126,0.3497,3.1727,-0.6895,1.8421,0.2469,-0.5881,-0.274,0.0298,1.3923,0.1599
002331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3702,-0.0169,0.4395,0.746,NaN
000972,NaN,NaN,NaN,NaN,NaN,-0.3492,-0.2433,-0.1087,-0.1592,-0.2303,2.1885,0.8458,-0.5947,0.8179,0.4395,-0.7104,-0.1224,NaN,0.5485,1.589
601225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3822
600176,NaN,NaN,NaN,NaN,1.2388,-0.3189,-0.2248,0.66,-0.3976,0.35,0.5778,3.1784,-0.5416,0.3113,0.3963,-0.5154,0.2099,-0.2557,1.1534,0.5057
600240,NaN,NaN,NaN,NaN,NaN,-0.2984,-0.3276,-0.4359,-0.0909,0.1417,1.9343,1.5109,-0.7101,1.4272,-0.0313,-0.0233,0.3929,-0.1795,1.0234,NaN
002669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3476,0.7545,1.2597
300132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.325,-0.0854,0.3463,0.3044,NaN
002805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0672,0.1919,0.355,0.6547
