code,1996-01-04,1997-01-06,1998-01-05,1999-01-04,2000-01-04,2001-01-04,2002-01-04,2003-01-06,2004-01-05,2005-01-04,2006-01-04,2007-01-04,2008-01-04,2009-01-05,2010-01-04,2011-01-04,2012-01-04,2013-01-04,2014-01-06,2015-01-05
603319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000656,NaN,-0.3311,0.3652,-0.0078,0.6267,-0.4278,0.1436,NaN,-0.3716,-0.1183,0.7073,1.1629,NaN,3.071,-0.4047,0.1982,0.3596,-0.4979,1.0206,-0.0692
002408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.202,0.1365,-0.1665,0.2289,-0.175
002059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6441,-0.5456,0.9803,-0.0318,-0.0657,-0.1516,0.0959,0.513,0.6203
603336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600608,0.0523,0.7259,-0.0165,0.4728,1.5938,-0.3297,-0.0523,-0.0683,-0.0848,-0.4519,-0.017,NaN,-0.7179,1.7008,-0.0653,-0.3782,0.5091,0.1574,0.0643,0.3483
300565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2186,0.1269,1.1793,-0.5274,1.2857,-0.0234,-0.323,-0.0724,0.0806,0.537,0.3381
300250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0221,0.7094,0.7288,0.8548
603977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2036,-0.221,0.1672,NaN,1.033
002820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4421,-0.0725,3.8127,-0.2233,0.1654
300505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1285,0.1663,0.4106,0.6102
300376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8388
603900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7215,-0.305,-0.0385,0.7602,1.4177,-0.5634,0.412,-0.2421,-0.0435,-0.309,-0.1057,0.7331,0.0975
000607,NaN,-0.3471,0.5875,-0.0814,1.7343,-0.1254,-0.0167,-0.5363,-0.0317,-0.3829,0.1404,1.7269,-0.6023,1.5248,-0.0604,-0.4918,0.3147,0.047,NaN,0.149
300522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0959,0.3518,NaN,NaN
600381,NaN,NaN,NaN,NaN,NaN,NaN,-0.2596,-0.2299,-0.097,-0.357,0.1825,2.9674,-0.589,0.9667,0.1898,-0.0199,0.2326,3.1486,NaN,-0.1647
002722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9801,-0.1485,0.937
300033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0324,-0.5721,-0.1159,0.7226,2.9788,1.6155
603010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8052,0.7518,1.131
002365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3611,NaN,-0.0067,0.3516,0.5129
600116,NaN,NaN,-0.1062,0.0307,0.4684,-0.1848,-0.2733,-0.2735,-0.2647,-0.1168,0.0181,2.6593,-0.6338,0.9456,0.3515,0.0025,-0.0353,-0.154,0.5185,0.4106
002397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0313,-0.5304,0.2174,0.4573,0.9977
002791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5704,-0.6678,2.1454,0.1906,-0.464,-0.0452,0.2453,0.6233,0.6478
300288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5308,2.6059,-0.1335
300400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0196
300122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2723,0.2733,0.6055,-0.2538,0.6037
300503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2216,0.6976,0.1625,0.5123
601968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2211,0.8216,2.6024,NaN
300220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0831,0.6642,NaN,NaN
600215,NaN,NaN,NaN,NaN,0.2317,-0.2533,-0.3761,-0.1536,-0.387,-0.1147,0.4128,1.0353,-0.6745,1.3498,0.0502,-0.3559,0.0981,-0.1512,0.4695,0.6891
002347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.457,0.0918,-0.1542,0.4279,0.9631
002364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4158,0.2445,0.5869,0.3365,1.8232
002314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3478,-0.4388,-0.2556,-0.0507,0.5535,0.4372
002289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0415,-0.5408,-0.3329,0.5687,0.1851,0.4557
600487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2477,-0.0621,0.4768,1.2063,-0.561,2.1773,0.2356,-0.5991,0.3124,-0.0004,0.5471,NaN
002560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0068,0.3457,-0.0022,1.3784
300115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.075,0.1032,0.4646,-0.0403,0.6811
300379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7672
300381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5206
600869,-0.0825,0.1805,0.039,0.2423,0.6441,-0.1178,-0.3168,-0.4091,-0.3231,0.0,NaN,2.4958,-0.5841,1.3468,0.6034,-0.4284,-0.0024,-0.042,0.2767,0.859
300517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600393,NaN,NaN,NaN,NaN,NaN,NaN,-0.3523,-0.2699,0.112,-0.4015,0.6153,2.6139,-0.7404,1.9028,-0.3751,-0.3951,0.7316,-0.2939,0.53,0.4089
600764,NaN,0.5927,0.2674,-0.0022,0.5815,-0.1323,-0.1075,0.0234,-0.0967,-0.1726,NaN,1.5457,-0.6906,1.2049,0.0297,-0.3406,-0.0566,0.5455,0.229,0.6986
300155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0538,0.6932,0.6161,0.3342
300016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1429,-0.3491,0.7044,0.2159,0.6651,1.0966
300482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3276,0.7345,-0.3571,-0.4277,-0.2353,0.4343,0.3533,0.2925
600985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.278,0.0354,1.5944,-0.4989,1.8817,0.0956,-0.2076,NaN,0.1325,0.4063,0.0519
300241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0943,0.6167,-0.1263,0.5285
300386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1866
300081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3056,-0.3481,0.6595,1.4052,NaN
601608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.174,1.3058,0.292
600290,NaN,NaN,NaN,NaN,NaN,0.04,-0.0698,-0.3835,-0.0612,-0.2138,4.023,NaN,-0.7673,0.6746,-0.071,-0.282,-0.298,0.4708,0.3529,0.3414
600722,NaN,-0.3401,0.0066,2.3667,-0.0965,-0.3968,-0.2184,-0.1141,-0.2173,-0.398,-0.2,2.0459,-0.6131,1.71,0.1134,-0.33,0.1734,-0.2318,0.1544,0.6358
600898,NaN,1.6911,-0.5269,-0.1458,0.2749,0.3878,NaN,NaN,-0.1879,-0.3465,0.5116,NaN,-0.647,0.3448,0.8523,NaN,-0.1236,0.0671,0.6909,0.8184
300183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2553,NaN,0.5165,-0.0295
300388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8497
603066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.015,3.2269,-0.1752,0.2389
000679,NaN,NaN,-0.3242,0.3374,1.0122,-0.3671,-0.2291,-0.4272,0.1027,-0.0392,0.1071,3.1843,-0.6222,1.6851,-0.0434,-0.3837,0.2081,-0.2119,0.4545,1.121
300531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3186,0.1942,0.7972,-0.1095,0.5383
000981,NaN,NaN,NaN,NaN,NaN,-0.462,-0.2863,-0.3644,-0.1644,-0.234,NaN,1.5217,NaN,2.7936,NaN,NaN,0.1892,-0.1364,0.6391,NaN
002770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600137,NaN,NaN,NaN,-0.3056,1.012,-0.2654,-0.4137,-0.3496,-0.4853,-0.019,21.0583,NaN,-0.7669,1.0701,-0.0868,-0.3413,-0.2278,0.1253,0.7287,0.8829
300384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0638
000502,0.8676,0.8406,-0.0471,0.3042,0.5026,-0.4255,0.3051,0.1696,-0.5382,-0.4102,0.3981,NaN,-0.5328,0.2463,-0.1467,-0.4444,0.2863,-0.0098,0.5802,1.6883
000823,NaN,NaN,0.2603,-0.0216,0.7082,-0.3283,-0.2834,-0.3586,0.3804,-0.286,0.4123,1.1429,-0.5894,1.4308,0.5232,-0.532,0.2445,-0.1316,0.3957,-0.0999
300245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2504,0.5388,0.4742,1.9798
300526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1186,NaN
603366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0327,0.2088,0.1879
601801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3119,0.0,0.2053,0.3929,0.6998
000516,0.8125,1.2759,0.0606,0.3714,0.4167,-0.25,-0.2157,-0.225,-0.1613,0.0385,NaN,NaN,-0.5177,1.6702,0.2308,-0.1182,-0.0885,0.2145,1.2757,0.5318
000623,NaN,1.8719,-0.3265,0.1497,0.2753,-0.3597,-0.1546,-0.2229,0.1618,0.0759,4.9,3.2068,-0.7183,1.7831,NaN,-0.3115,0.125,-0.009,1.0861,-0.19
300462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3747,0.1285,0.5807
002024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5758,3.7692,1.9355,-0.4842,0.7523,-0.0479,-0.3527,-0.1544,0.3031,0.0388,0.2978
300319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.384,0.17,1.6718
603159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600098,NaN,NaN,-0.1278,0.3132,0.694,-0.0505,-0.2845,0.1466,-0.2909,-0.2146,0.4233,1.5232,-0.6436,0.5258,0.153,-0.1187,0.0666,-0.3461,0.935,0.2907
002787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600647,-0.0601,0.2519,1.7357,-0.4417,0.4628,-0.3132,0.0763,0.0422,-0.3636,-0.1269,-0.043,1.3028,-0.5826,1.4881,0.4348,-0.4092,0.3673,0.1444,0.5078,0.8793
300051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1205,-0.3955,1.4079,0.1659,1.337
600522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4124,-0.0311,-0.2094,0.4054,1.9904,-0.3505,1.6733,0.2185,-0.4833,-0.0794,0.3323,0.4892,0.387
000517,1.369,-0.1404,0.0713,0.9963,0.9769,-0.1932,0.0148,0.3247,-0.58,-0.5805,NaN,NaN,NaN,NaN,-0.3019,-0.259,0.4821,-0.3601,0.6295,1.3588
002122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3238,0.1342,-0.0805,-0.5423,-0.0915,-0.2747,0.8636,-0.0298
601595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600093,NaN,NaN,-0.1547,0.2582,0.5143,-0.072,0.0388,-0.3582,-0.1946,-0.3907,0.1356,2.7662,-0.2761,0.3923,-0.1612,-0.3239,0.189,0.1318,0.5325,0.5554
300174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2972,0.1505,0.1708,1.4007
600211,NaN,NaN,NaN,NaN,0.2078,-0.3009,-0.379,-0.3896,-0.141,0.3151,1.2882,NaN,-0.5906,1.3196,0.2981,-0.4326,0.4155,0.2006,1.1676,0.0909
600088,NaN,NaN,0.0817,0.2709,0.4584,-0.2525,-0.3862,0.0093,0.216,-0.1802,0.582,1.5425,-0.7376,0.6313,0.4113,-0.153,-0.3143,0.7056,0.1421,0.4234
600839,3.6667,2.2742,-0.4821,-0.0588,-0.1068,-0.3396,-0.161,0.0414,-0.479,0.0505,0.1484,1.1034,-0.6292,0.9771,-0.1474,-0.2881,-0.0286,0.2941,0.8485,0.0287
603322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2517,0.4888,1.5756,-0.234,0.187
300253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1241,2.6494,0.5952,0.4022
600699,0.0374,0.1937,1.834,-0.1778,0.7676,-0.3284,-0.1315,-0.1759,-0.2606,-0.438,-0.0138,2.9767,-0.6561,1.3776,0.382,NaN,0.1206,1.0199,0.1772,NaN
603025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5321,-0.1997,0.6945,0.0833,1.1748
002809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1976,1.6784,0.4256,NaN
300352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7366,0.6047,1.2966
000002,2.1667,1.0,-0.3816,0.4043,0.5455,-0.1176,-0.2844,0.6211,0.0881,0.3644,2.4129,1.8512,-0.6311,0.5888,-0.1606,-0.1563,0.5399,NaN,1.1033,NaN
300039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.373,0.1435,0.3904,0.0297,0.2472
600684,0.5313,0.0597,-0.1454,-0.0141,0.5029,-0.2662,-0.1917,-0.2244,-0.3058,-0.119,0.527,2.5044,-0.6667,1.3689,NaN,-0.2259,1.7768,-0.3168,0.6606,0.4251
300501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600396,NaN,NaN,NaN,NaN,NaN,NaN,-0.1223,-0.295,-0.1935,0.1257,0.4112,2.705,-0.7291,0.4731,0.0689,-0.2921,-0.0736,0.1395,1.0701,-0.0965
300448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3049,-0.0381,-0.2222,0.1373,0.1315,0.1024,0.1055
300169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2857,-0.0085,NaN,1.0574
300559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600872,0.475,0.4867,-0.241,0.485,0.5289,-0.2873,-0.2546,-0.2242,-0.1239,-0.2675,0.8492,1.5493,-0.5663,2.2692,-0.2257,-0.4669,0.1373,1.41,0.0057,0.3318
002195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5377,0.8121,0.1111,0.06,-0.2704,0.4871,NaN,0.7821
300182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1059,1.3075,-0.0764,1.7716
600038,NaN,NaN,NaN,NaN,NaN,0.0624,0.7142,-0.4345,-0.2023,-0.1327,1.1053,1.34,-0.6781,1.2223,0.3853,-0.4032,0.094,0.4948,0.3877,0.3165
000049,1.4052,0.4552,-0.0296,0.3883,0.8885,-0.3737,-0.1283,-0.4149,0.0667,0.0369,0.0137,1.1486,-0.4503,0.5744,1.4709,-0.2351,0.522,1.3415,-0.3416,0.5505
300432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
